Code	Type	Engels	Nederlands
MK-210, Name for	Municipality	Češinovo-Obleševo	Češinovo-Obleševo
MK-211, Name for	Municipality	Štip	Štip
MK-301, Name for	Municipality	Vevčani	Vevčani
MK-303, Name for	Municipality	Debar	Debar
MK-304, Name for	Municipality	Debrca	Debrecen
MK-307, Name for	Municipality	Kičevo	Kičevo
MK-308, Name for	Municipality	Makedonski Brod	Makedonski Brod
MK-310, Name for	Municipality	Ohrid	Ohrid
MK-311, Name for	Municipality	Plasnica	Plasnica
MK-312, Name for	Municipality	Struga	Struga
MK-313, Name for	Municipality	Centar Župa	Centar Župa
MK-401, Name for	Municipality	Bogdanci	Bogdanci
MK-402, Name for	Municipality	Bosilovo	Bosilovo
MK-403, Name for	Municipality	Valandovo	Valandovo
MK-404, Name for	Municipality	Vasilevo	Vasilevo
MK-405, Name for	Municipality	Gevgelija	Gevgelija
MK-406, Name for	Municipality	Dojran	Dojran
MK-407, Name for	Municipality	Konče	Konče
MK-408, Name for	Municipality	Novo Selo	Novo Selo
MK-409, Name for	Municipality	Radoviš	Radoviš
MK-410, Name for	Municipality	Strumica	Strumica
MK-501, Name for	Municipality	Bitola	Bitola
MK-502, Name for	Municipality	Demir Hisar	Demir Hisar
MK-503, Name for	Municipality	Dolneni	Dolneni
MK-504, Name for	Municipality	Krivogaštani	Krivogaštani
MK-505, Name for	Municipality	Kruševo	Kruševo
MK-506, Name for	Municipality	Mogila	Mogila
MK-507, Name for	Municipality	Novaci	Novaci
MK-508, Name for	Municipality	Prilep	Prilep
MK-509, Name for	Municipality	Resen	Resen
MK-601, Name for	Municipality	Bogovinje	Bogovinje
MK-602, Name for	Municipality	Brvenica	Brvenica
MK-603, Name for	Municipality	Vrapčište	Vrapčište
MK-604, Name for	Municipality	Gostivar	Gostivar
MK-605, Name for	Municipality	Želino	Želino
MK-606, Name for	Municipality	Jegunovce	Jegunovce
MK-607, Name for	Municipality	Mavrovo i Rostuše	Mavrovo-i-Rostuša
MK-608, Name for	Municipality	Tearce	Tearce
MK-609, Name for	Municipality	Tetovo	Tetovo
MK-701, Name for	Municipality	Kratovo	Kratovo
MK-702, Name for	Municipality	Kriva Palanka	Kriva Palanka
MK-703, Name for	Municipality	Kumanovo	Kumanovo
MK-704, Name for	Municipality	Lipkovo	Lipkovo
MK-705, Name for	Municipality	Rankovce	Rankovce
MK-706, Name for	Municipality	Staro Nagoričane	Staro Nagoričane
MK-801, Name for	Municipality	Aerodrom †	Aerodrom
MK-802, Name for	Municipality	Aračinovo	Aračinovo
MK-803, Name for	Municipality	Butel †	Butel
MK-804, Name for	Municipality	Gazi Baba †	Gazi Baba
MK-805, Name for	Municipality	Gjorče Petrov †	Gjorče Petrov
MK-806, Name for	Municipality	Zelenikovo	Zelenikovo
MK-807, Name for	Municipality	Ilinden	Ilinden
MK-808, Name for	Municipality	Karpoš †	Karpoš
MK-809, Name for	Municipality	Kisela Voda †	Kisela Voda
MK-810, Name for	Municipality	Petrovec	Petrovec
MK-811, Name for	Municipality	Saraj †	Saraj
MK-812, Name for	Municipality	Sopište	Sopište
MK-813, Name for	Municipality	Studeničani	Studeničani
MK-814, Name for	Municipality	Centar †	Centar
MK-815, Name for	Municipality	Čair †	Čair
MK-816, Name for	Municipality	Čučer-Sandevo	Čučer Sandevo
MK-817, Name for	Municipality	Šuto Orizari †	Šuto Orizari
ML-1, Name for	Region	Kayes	Kayes
ML-10, Name for	Region	Taoudénit	Taoudenni
ML-2, Name for	Region	Koulikoro	Koulikoro
ML-3, Name for	Region	Sikasso	Sikasso
ML-4, Name for	Region	Ségou	Ségou
ML-5, Name for	Region	Mopti	Mopti
ML-6, Name for	Region	Tombouctou	Timboektoe
ML-7, Name for	Region	Gao	Gao
ML-8, Name for	Region	Kidal	Kidal
ML-9, Name for	Region	Ménaka	Ménaka
ML-BKO, Name for	District	Bamako	Bamako
MM-01, Name for	Region	Sagaing	Sagaing
MM-02, Name for	Region	Bago	Bago
MM-03, Name for	Region	Magway	Magway
MM-04, Name for	Region	Mandalay	Mandalay
MM-05, Name for	Region	Tanintharyi	Tanintharyi
MM-06, Name for	Region	Yangon	Yangon
MM-07, Name for	Region	Ayeyarwady	Ayeyarwady
MM-11, Name for	State	Kachin	Kachin
MM-12, Name for	State	Kayah	Kayah
MM-13, Name for	State	Kayin	Kayin
MM-14, Name for	State	Chin	Chin
MM-15, Name for	State	Mon	Mon
MM-16, Name for	State	Rakhine	Rakhine
MM-17, Name for	State	Shan	Shan
MM-18, Name for	Union territory	Nay Pyi Taw	Naypyidaw
MN-035, Name for	Province	Orhon	Orhon
MN-037, Name for	Province	Darhan uul	Darhan uul
MN-039, Name for	Province	Hentiy	Hentiy
MN-041, Name for	Province	Hövsgöl	Hövsgöl
MN-043, Name for	Province	Hovd	Hovd
MN-046, Name for	Province	Uvs	Uvs
MN-047, Name for	Province	Töv	Töv
MN-049, Name for	Province	Selenge	Selenge
MN-051, Name for	Province	Sühbaatar	Sühbaatar
MN-053, Name for	Province	Ömnögovĭ	Ömnögovĭ
MN-055, Name for	Province	Övörhangay	Övörhangaj
MN-057, Name for	Province	Dzavhan	Dzavhan
MN-059, Name for	Province	Dundgovĭ	Dundgovĭ
MN-061, Name for	Province	Dornod	Dornod
MN-063, Name for	Province	Dornogovĭ	Dornogovĭ
MN-064, Name for	Province	Govĭ-Sümber	Govĭsümber
MN-065, Name for	Province	Govĭ-Altay	Govĭ-Altay
MN-067, Name for	Province	Bulgan	Bulgan
MN-069, Name for	Province	Bayanhongor	Bayanhongor
MN-071, Name for	Province	Bayan-Ölgiy	Bayan-Ölgi
MN-073, Name for	Province	Arhangay	Arhangay
MN-1, Name for	Capital city	Ulaanbaatar	Ulaanbaatar
MR-01, Name for	Region	Hodh ech Chargui	Hodh ech Chargui
MR-02, Name for	Region	Hodh el Gharbi	Hodh El Gharbi
MR-03, Name for	Region	Assaba	Assaba
MR-04, Name for	Region	Gorgol	Gorgol
MR-05, Name for	Region	Brakna	Brakna
MR-06, Name for	Region	Trarza	Trarza
MR-07, Name for	Region	Adrar	Adrar
MR-08, Name for	Region	Dakhlet Nouâdhibou	Dakhlet Nouadhibou
MR-09, Name for	Region	Tagant	Tagant
MR-10, Name for	Region	Guidimaka	Guidimaka
MR-11, Name for	Region	Tiris Zemmour	Tiris Zemmour
MR-12, Name for	Region	Inchiri	Inchiri
MR-13, Name for	Region	Nouakchott Ouest	Nouakchott Ouest
MR-14, Name for	Region	Nouakchott Nord	Nouakchott Nord
MR-15, Name for	Region	Nouakchott Sud	Nouakchott Sud
MT-01, Name for	Local council	Attard	Attard
MT-02, Name for	Local council	Balzan	Balzan
MT-03, Name for	Local council	Birgu	Birgu
MT-04, Name for	Local council	Birkirkara	Birkirkara
MT-05, Name for	Local council	Birżebbuġa	Birżebbuġa
MT-06, Name for	Local council	Bormla	Bormla
MT-07, Name for	Local council	Dingli	Dingli
MT-08, Name for	Local council	Fgura	Fgura
MT-09, Name for	Local council	Floriana	Floriana
MT-10, Name for	Local council	Fontana	Fontana
MT-11, Name for	Local council	Gudja	Gudja
MT-12, Name for	Local council	Gżira	Gżira
MT-13, Name for	Local council	Għajnsielem	Għajnsielem
MT-14, Name for	Local council	Għarb	Għarb
MT-15, Name for	Local council	Għargħur	Għargħur
MT-16, Name for	Local council	Għasri	Għasri
MT-17, Name for	Local council	Għaxaq	Għaxaq
MT-18, Name for	Local council	Ħamrun	Ħamrun
MT-19, Name for	Local council	Iklin	Iklin
MT-20, Name for	Local council	Isla	Isla
MT-21, Name for	Local council	Kalkara	Kalkara
MT-22, Name for	Local council	Kerċem	Kerċem
MT-23, Name for	Local council	Kirkop	Kirkop
MT-24, Name for	Local council	Lija	Lija
MT-25, Name for	Local council	Luqa	Luqa
MT-26, Name for	Local council	Marsa	Marsa
MT-27, Name for	Local council	Marsaskala	Marsaskala
MT-28, Name for	Local council	Marsaxlokk	Marsaxlokk
MT-29, Name for	Local council	Mdina	Mdina
MT-30, Name for	Local council	Mellieħa	Mellieħa
MT-31, Name for	Local council	Mġarr	Mġarr
MT-32, Name for	Local council	Mosta	Mosta
MT-33, Name for	Local council	Mqabba	Mqabba
MT-34, Name for	Local council	Msida	Msida
MT-35, Name for	Local council	Mtarfa	Mtarfa
MT-36, Name for	Local council	Munxar	Munxar
MT-37, Name for	Local council	Nadur	Nadur
MT-38, Name for	Local council	Naxxar	Naxxar
MT-39, Name for	Local council	Paola	Paola
MT-40, Name for	Local council	Pembroke	Pembroke
MT-41, Name for	Local council	Pietà	Pietà
MT-42, Name for	Local council	Qala	Qala
MT-43, Name for	Local council	Qormi	Qormi
MT-44, Name for	Local council	Qrendi	Qrendi
MT-45, Name for	Local council	Rabat Gozo	Rabat
MT-46, Name for	Local council	Rabat Malta	Rabat Malta
MT-47, Name for	Local council	Safi	Safi
MT-48, Name for	Local council	Saint Julian's	Saint James
MT-49, Name for	Local council	Saint John	Saint John
MT-50, Name for	Local council	Saint Lawrence	San Lawrenz
MT-51, Name for	Local council	Saint Paul's Bay	Saint Paul
MT-52, Name for	Local council	Sannat	Sannat
MT-53, Name for	Local council	Saint Lucia's	Saint Louis
MT-54, Name for	Local council	Santa Venera	Santa Venera
MT-55, Name for	Local council	Siġġiewi	Siġġiewi
MT-56, Name for	Local council	Sliema	Sliema
MT-57, Name for	Local council	Swieqi	Swieqi
MT-58, Name for	Local council	Ta' Xbiex	Ta' Xbiex
MT-59, Name for	Local council	Tarxien	Tarxien
MT-60, Name for	Local council	Valletta	Valletta
MT-61, Name for	Local council	Xagħra	Xagħra
MT-62, Name for	Local council	Xewkija	Xewkija
MT-63, Name for	Local council	Xgħajra	Xgħajra
MT-64, Name for	Local council	Żabbar	Żabbar
MT-65, Name for	Local council	Żebbuġ Gozo	Żebbuġ Għawdex
MT-66, Name for	Local council	Żebbuġ Malta	Żebbuġ Malta
MT-67, Name for	Local council	Żejtun	Żejtun
MT-68, Name for	Local council	Żurrieq	Żurrieq
MU-AG, Name for	Dependency	Agalega Islands	Agalega-eilanden
MU-BL, Name for	District	Black River	Black River
MU-CC, Name for	Dependency	Cargados Carajos Shoals	Cargados Carajos Shoals
MU-FL, Name for	District	Flacq	Flacq
MU-GP, Name for	District	Grand Port	Grand Port
MU-MO, Name for	District	Moka	Moka
MU-PA, Name for	District	Pamplemousses	Pamplemousses
MU-PL, Name for	District	Port Louis	Port Louis
MU-PW, Name for	District	Plaines Wilhems	Plaines Wilhems
MU-RO, Name for	Dependency	Rodrigues Island	Rodrigues-eiland
MU-RR, Name for	District	Rivière du Rempart	Rempart-rivier
MU-SA, Name for	District	Savanne	Savanne
MV-00, Name for	Administrative atoll	South Ari Atoll	Zuidelijke Ari-atol
MV-01, Name for	City	Addu City	Addu-atol
MV-02, Name for	Administrative atoll	North Ari Atoll	Noordelijke Ari-atol
MV-03, Name for	Administrative atoll	Faadhippolhu	Faadhippolhu-atol
MV-04, Name for	Administrative atoll	Felidhu Atoll	Felidhu-atol
MV-05, Name for	Administrative atoll	Hahdhunmathi	Haddhunmathi-atol
MV-07, Name for	Administrative atoll	North Thiladhunmathi	Noordelijke Thiladhunmathi-atol
MV-08, Name for	Administrative atoll	Kolhumadulu	Kolhumadulu-atol
MV-12, Name for	Administrative atoll	Mulaku Atoll	Mulaku-atol
MV-13, Name for	Administrative atoll	North Maalhosmadulu	Noordelijke Maalhosmadulhu-atol
MV-14, Name for	Administrative atoll	North Nilandhe Atoll	Noordelijke Nilandhé-atol
MV-17, Name for	Administrative atoll	South Nilandhe Atoll	Zuidelijke Nilandhé-atol
MV-20, Name for	Administrative atoll	South Maalhosmadulu	Zuidelijke Maalhosmadulhu-atol
MV-23, Name for	Administrative atoll	South Thiladhunmathi	Zuidelijke Thiladhunmathi-atol
MV-24, Name for	Administrative atoll	North Miladhunmadulu	Noordelijke Miladhunmadulhu-atol
MV-25, Name for	Administrative atoll	South Miladhunmadulu	Zuidelijke Miladhunmadulhu-atol
MV-26, Name for	Administrative atoll	Male Atoll	Malé-atol
MV-27, Name for	Administrative atoll	North Huvadhu Atoll	Noordelijke Huvadhu-atol
MV-28, Name for	Administrative atoll	South Huvadhu Atoll	Zuidelijke Huvadhu-atol
MV-29, Name for	Administrative atoll	Fuvammulah	Fuvammulah
MV-MLE, Name for	City	Male	Malé
MW-BA, Name for	District	Balaka	Balaka
MW-BL, Name for	District	Blantyre	Blantyre
MW-C, Name for	Region	Central Region	Centrale Regio
MW-CK, Name for	District	Chikwawa	Chikwawa
MW-CR, Name for	District	Chiradzulu	Chiradzulu
MW-CT, Name for	District	Chitipa	Chitipa
MW-DE, Name for	District	Dedza	Dedza
MW-DO, Name for	District	Dowa	Dowa
MW-KR, Name for	District	Karonga	Karonga
MW-KS, Name for	District	Kasungu	Kasungu
MW-LI, Name for	District	Lilongwe	Lilongwe
MW-LK, Name for	District	Likoma	Likoma
MW-MC, Name for	District	Mchinji	Mchinji
MW-MG, Name for	District	Mangochi	Mangochi
MW-MH, Name for	District	Machinga	Machinga
MW-MU, Name for	District	Mulanje	Mulanje
MW-MW, Name for	District	Mwanza	Mwanza
MW-MZ, Name for	District	Mzimba	Mzimba
MW-N, Name for	Region	Northern Region	Noordelijke Regio
MW-NB, Name for	District	Nkhata Bay	Nkhata Baai
MW-NE, Name for	District	Neno	Neno
MW-NI, Name for	District	Ntchisi	Ntchisi
MW-NK, Name for	District	Nkhotakota	Nkhotakota
MW-NS, Name for	District	Nsanje	Nsanje
MW-NU, Name for	District	Ntcheu	Ntcheu
MW-PH, Name for	District	Phalombe	Phalombe
MW-RU, Name for	District	Rumphi	Rumphi
MW-S, Name for	Region	Southern Region	Zuidelijke Regio
MW-SA, Name for	District	Salima	Salima
MW-TH, Name for	District	Thyolo	Thyolo
MW-ZO, Name for	District	Zomba	Zomba
MX-AGU, Name for	State	Aguascalientes	Aguascalientes
MX-BCN, Name for	State	Baja California	Baja California; Neder-Californië
MX-BCS, Name for	State	Baja California Sur	Baja California Sur; Zuid-Neder-Californië
MX-CAM, Name for	State	Campeche	Campeche
MX-CHH, Name for	State	Chihuahua	Chihuahua
MX-CHP, Name for	State	Chiapas	Chiapas
MX-CMX, Name for	Federal district	Ciudad de México	Mexico-Stad
MX-COA, Name for	State	Coahuila de Zaragoza	Coahuila de Zaragoza
MX-COL, Name for	State	Colima	Colima
MX-DUR, Name for	State	Durango	Durango
MX-GRO, Name for	State	Guerrero	Guerrero
MX-GUA, Name for	State	Guanajuato	Guanajuato
MX-HID, Name for	State	Hidalgo	Hidalgo
MX-JAL, Name for	State	Jalisco	Jalisco
MX-MEX, Name for	State	México	Mexico
MX-MIC, Name for	State	Michoacán de Ocampo	Michoacán de Ocampo
MX-MOR, Name for	State	Morelos	Morelos
MX-NAY, Name for	State	Nayarit	Nayarit
MX-NLE, Name for	State	Nuevo León	Nuevo León
MX-OAX, Name for	State	Oaxaca	Oaxaca
MX-PUE, Name for	State	Puebla	Puebla
MX-QUE, Name for	State	Querétaro	Querétaro
MX-ROO, Name for	State	Quintana Roo	Quintana Roo
MX-SIN, Name for	State	Sinaloa	Sinaloa
MX-SLP, Name for	State	San Luis Potosí	San Luis Potosí
MX-SON, Name for	State	Sonora	Sonora
MX-TAB, Name for	State	Tabasco	Tabasco
MX-TAM, Name for	State	Tamaulipas	Tamaulipas
MX-TLA, Name for	State	Tlaxcala	Tlaxcala
MX-VER, Name for	State	Veracruz de Ignacio de la Llave	Veracruz de Ignacio de la Llave
MX-YUC, Name for	State	Yucatán	Yucatán
MX-ZAC, Name for	State	Zacatecas	Zacatecas
MY-01, Name for	State	Johor	Johor
MY-02, Name for	State	Kedah	Kedah
MY-03, Name for	State	Kelantan	Kelantan
MY-04, Name for	State	Melaka	Malakka; Melaka
MY-05, Name for	State	Negeri Sembilan	Negeri Sembilan
MY-06, Name for	State	Pahang	Pahang
MY-07, Name for	State	Pulau Pinang	Penang; Pulau Pinang
MY-08, Name for	State	Perak	Perak
MY-09, Name for	State	Perlis	Perlis
MY-10, Name for	State	Selangor	Selangor
MY-11, Name for	State	Terengganu	Terengganu
MY-12, Name for	State	Sabah	Sabah
MY-13, Name for	State	Sarawak	Sarawak
MY-14, Name for	Federal territory	Wilayah Persekutuan Kuala Lumpur	Kuala Lumpur, Federaal Territorium
MY-15, Name for	Federal territory	Wilayah Persekutuan Labuan	Labuan, Federaal Territorium
MY-16, Name for	Federal territory	Wilayah Persekutuan Putrajaya	Putrajaya, Federaal Territorium
MZ-A, Name for	Province	Niassa	Niassa
MZ-B, Name for	Province	Manica	Manica
MZ-G, Name for	Province	Gaza	Gaza
MZ-I, Name for	Province	Inhambane	Inhambane
MZ-L, Name for	Province	Maputo	Maputo
MZ-MPM, Name for	City	Maputo	Maputo
MZ-N, Name for	Province	Nampula	Nampula
MZ-P, Name for	Province	Cabo Delgado	Cabo Delgado
MZ-Q, Name for	Province	Zambézia	Zambezia
MZ-S, Name for	Province	Sofala	Sofala
MZ-T, Name for	Province	Tete	Tete
NA-CA, Name for	Region	Zambezi	Zambezia
NA-ER, Name for	Region	Erongo	Erongo
NA-HA, Name for	Region	Hardap	Hardap
NA-KA, Name for	Region	//Karas	//Karas
NA-KE, Name for	Region	Kavango East	Okavango
NA-KH, Name for	Region	Khomas	Khomas
NA-KU, Name for	Region	Kunene	Kunene
NA-KW, Name for	Region	Kavango West	Okavango
NA-OD, Name for	Region	Otjozondjupa	Otjozondjupa
NA-OH, Name for	Region	Omaheke	Omaheke
NA-ON, Name for	Region	Oshana	Oshana
NA-OS, Name for	Region	Omusati	Omusati
NA-OT, Name for	Region	Oshikoto	Oshikoto
NA-OW, Name for	Region	Ohangwena	Ohangwena
NE-1, Name for	Region	Agadez	Agadez
NE-2, Name for	Region	Diffa	Diffa
NE-3, Name for	Region	Dosso	Dosso
NE-4, Name for	Region	Maradi	Maradi
NE-5, Name for	Region	Tahoua	Tahoua
NE-6, Name for	Region	Tillabéri	Tillabéri
NE-7, Name for	Region	Zinder	Zinder
NE-8, Name for	Urban community	Niamey	Niamey
NG-AB, Name for	State	Abia	Abia
NG-AD, Name for	State	Adamawa	Adamawa
NG-AK, Name for	State	Akwa Ibom	Akwa Ibom
NG-AN, Name for	State	Anambra	Anambra
NG-BA, Name for	State	Bauchi	Bauchi
NG-BE, Name for	State	Benue	Benue
NG-BO, Name for	State	Borno	Borno
NG-BY, Name for	State	Bayelsa	Bayelsa
NG-CR, Name for	State	Cross River	Cross River
NG-DE, Name for	State	Delta	Delta
NG-EB, Name for	State	Ebonyi	Ebonyi
NG-ED, Name for	State	Edo	Edo
NG-EK, Name for	State	Ekiti	Ekiti
NG-EN, Name for	State	Enugu	Enugu
NG-FC, Name for	Capital territory	Abuja Federal Capital Territory	Abuja Hoofdstedelijk Gewest
NG-GO, Name for	State	Gombe	Gombe
NG-IM, Name for	State	Imo	Imo
NG-JI, Name for	State	Jigawa	Jigawa
NG-KD, Name for	State	Kaduna	Kaduna
NG-KE, Name for	State	Kebbi	Kebbi
NG-KN, Name for	State	Kano	Kano
NG-KO, Name for	State	Kogi	Kogi
NG-KT, Name for	State	Katsina	Katsina
NG-KW, Name for	State	Kwara	Kwara
NG-LA, Name for	State	Lagos	Lagos
NG-NA, Name for	State	Nasarawa	Nassarawa
NG-NI, Name for	State	Niger	Niger
NG-OG, Name for	State	Ogun	Ogun
NG-ON, Name for	State	Ondo	Ondo
NG-OS, Name for	State	Osun	Osun
NG-OY, Name for	State	Oyo	Oyo
NG-PL, Name for	State	Plateau	Plateau
NG-RI, Name for	State	Rivers	Rivers
NG-SO, Name for	State	Sokoto	Sokoto
NG-TA, Name for	State	Taraba	Taraba
NG-YO, Name for	State	Yobe	Yobe
NG-ZA, Name for	State	Zamfara	Zamfara
NI-AN, Name for	Autonomous region	Costa Caribe Norte	Noord-Camarines
NI-AS, Name for	Autonomous region	Costa Caribe Sur	Zuid-Camarines
NI-BO, Name for	Department	Boaco	Boaco
NI-CA, Name for	Department	Carazo	Carazo
NI-CI, Name for	Department	Chinandega	Chinandega
NI-CO, Name for	Department	Chontales	Chontales
NI-ES, Name for	Department	Estelí	Estelí
NI-GR, Name for	Department	Granada	Granada
NI-JI, Name for	Department	Jinotega	Jinotega
NI-LE, Name for	Department	León	León
NI-MD, Name for	Department	Madriz	Madriz
NI-MN, Name for	Department	Managua	Managua
NI-MS, Name for	Department	Masaya	Masaya
NI-MT, Name for	Department	Matagalpa	Matagalpa
NI-NS, Name for	Department	Nueva Segovia	Nueva Segovia
NI-RI, Name for	Department	Rivas	Rivas
NI-SJ, Name for	Department	Río San Juan	Río San Juan
NL-AW, Name for	Country	Aruba	Aruba
NL-BQ1, Name for	Special municipality	Bonaire	Bonaire
NL-BQ2, Name for	Special municipality	Saba	Saba
NL-BQ3, Name for	Special municipality	Sint Eustatius	Sint Eustatius
NL-CW, Name for	Country	Curaçao	Curaçao
NL-DR, Name for	Province	Drenthe	Drenthe
NL-FL, Name for	Province	Flevoland	Flevoland
NL-FR, Name for	Province	Fryslân	Friesland
NL-GE, Name for	Province	Gelderland	Gelderland
NL-GR, Name for	Province	Groningen	Groningen
NL-LI, Name for	Province	Limburg	Limburg
NL-NB, Name for	Province	Noord-Brabant	Noord-Brabant
NL-NH, Name for	Province	Noord-Holland	Noord-Holland
NL-OV, Name for	Province	Overijssel	Overijssel
NL-SX, Name for	Country	Sint Maarten	Sint Maarten
NL-UT, Name for	Province	Utrecht	Utrecht
NL-ZE, Name for	Province	Zeeland	Zeeland
NL-ZH, Name for	Province	Zuid-Holland	Zuid-Holland
NO-03, Name for	County	Oslo	Oslo
NO-11, Name for	County	Rogaland	Rogaland
NO-15, Name for	County	Møre og Romsdal	Møre og Romsdal
NO-18, Name for	County	Nordland	Nordland
NO-21, Name for	Arctic region	Svalbard (Arctic Region)	Spitsbergen (Arctische regio); Svalbard (Arctische regio)
NO-22, Name for	Arctic region	Jan Mayen (Arctic Region)	Jan Mayen (Arctische regio)
NO-30, Name for	County	Viken	Viken
NO-34, Name for	County	Innlandet	Innlandet
NO-38, Name for	County	Vestfold og Telemark	Vestfold og Telemark
NO-42, Name for	County	Agder	Agder
NO-46, Name for	County	Vestland	Vestland
NO-50, Name for	County	Trööndelage	Trøndelag
NO-54, Name for	County	Romssa ja Finnmárkku	Troms og Finnmark
NP-1, Name for	Development region	Central	Central
NP-2, Name for	Development region	Mid Western	West
NP-3, Name for	Development region	Western	Western
NP-4, Name for	Development region	Eastern	Oost
NP-5, Name for	Development region	Far Western	West
